2018-06-12,1700,neutral,0.5497724
2018-06-11,499,positive,0.87003994
2018-06-11,1912,positive,0.84882873
2018-06-01,586,positive,0.74387646
2018-05-30,478,positive,0.70861775
2018-05-28,847,negative,0.7269015
2018-05-28,2299,neutral,0.7232986
2018-05-23,1585,negative,0.675753
2018-05-22,11944,positive,0.8857348
2018-05-22,4129,positive,0.98423594
2018-05-21,384,positive,0.6539298
2018-05-21,1014,positive,0.62764925
2018-05-21,321,positive,0.6746966
2018-05-21,964,neutral,0.52971613
2018-05-21,1091,positive,0.8218905
2018-05-15,3698,negative,0.9491715
2018-05-14,300,negative,0.47243273
2018-05-11,292,positive,0.4682473
2018-05-10,547,positive,0.9493365
2018-05-09,466,neutral,0.6781764
2018-05-04,519,negative,0.45835942
2018-05-04,358,neutral,0.5770067
2018-05-04,1409,negative,0.6730903
2018-04-19,1913,positive,0.50462264
2018-04-16,734,neutral,0.9012025
2018-04-13,1153,negative,0.76923823
2018-04-13,555,negative,0.402963
2018-04-04,964,neutral,0.48874998
2018-04-02,1129,negative,0.45553902
2018-04-02,3632,negative,0.46491635
2018-04-02,315,negative,0.6054013
2018-04-02,3804,negative,0.84097934
2018-03-26,709,negative,0.8666939
2018-03-20,322,negative,0.48183495
2018-03-07,845,neutral,0.74634373
2018-02-26,338,positive,0.97419786
2018-02-16,316,neutral,0.8388625
2017-12-26,13724,positive,0.87823707
2017-12-25,857,negative,0.55287755
2017-12-21,702,positive,0.9917913
2017-12-04,3484,positive,0.48190925
2017-11-23,1058,positive,0.97573286
2017-11-13,2509,positive,0.78830814
2017-10-27,1114,positive,0.7991388
2017-10-09,1884,neutral,0.5983394
2017-08-31,351,neutral,0.8500664
2017-08-07,850,positive,0.97645944
2017-07-26,570,positive,0.9804794
2017-07-17,866,positive,0.5231863
2017-07-12,291,neutral,0.72444814
2017-07-12,1266,positive,0.84167635
2017-07-04,3335,positive,0.9504768
2017-06-19,726,neutral,0.56641084
2017-06-09,1395,negative,0.4952427
2017-06-08,762,neutral,0.514523
2017-06-06,506,neutral,0.45463303
2017-05-22,808,positive,0.9880735
2017-05-10,364,neutral,0.83549863
2017-05-10,635,positive,0.9684874
2017-04-13,1634,positive,0.9821363
2017-04-12,700,positive,0.7854245
2017-04-07,738,positive,0.79843616
2017-03-24,445,negative,0.49655467
2017-03-10,578,neutral,0.68527764
2017-02-16,759,positive,0.9291161
2017-02-16,400,positive,0.77874464
2017-02-07,688,positive,0.81062245
2016-12-22,642,positive,0.80989766
2016-12-19,281,neutral,0.6492056
2016-11-18,408,positive,0.9359608
2016-11-07,639,neutral,0.8051862
2016-10-31,783,positive,0.7834957
2016-10-20,843,neutral,0.7929919
2016-10-19,616,neutral,0.80294806
2016-10-17,576,neutral,0.78467095
2016-10-10,589,negative,0.78432256
