2022-11-23,5763,neutral,0.6644129
2022-11-23,159078,neutral,0.6001633
2022-11-23,345,negative,0.53982395
2022-11-23,1056,positive,0.847776
2022-11-23,7717,negative,0.8657694
2022-11-23,1089,neutral,0.81962866
2022-11-23,3216,neutral,0.47640553
2022-11-23,3261,neutral,0.7106507
2022-11-23,9812,neutral,0.59869695
2022-11-23,4486,neutral,0.53210676
2022-11-23,543,neutral,0.5297772
2022-11-23,431,neutral,0.57515466
2022-11-23,671,neutral,0.57361096
2022-11-23,12159,neutral,0.55600923
2022-11-23,79595,neutral,0.6733345
2022-11-23,2903,neutral,0.75450015
2022-11-23,2107,positive,0.9429091
2022-11-23,1224,positive,0.7356249
2022-11-23,69403,negative,0.5239113
2022-11-23,4974,negative,0.52517724
2022-11-22,5554,neutral,0.6057932
2022-11-22,2126,negative,0.79456985
2022-11-22,756,negative,0.9402154
2022-11-22,5381,negative,0.7828549
2022-11-22,552,neutral,0.61932087
2022-11-22,9981,negative,0.72796077
2022-11-22,635,neutral,0.7544274
2022-11-22,530,neutral,0.65864295
2022-11-22,2685,neutral,0.7616636
2022-11-22,886,positive,0.5757502
2022-11-22,68386,neutral,0.827608
2022-11-22,531,neutral,0.6868759
2022-11-22,265,neutral,0.8488068
2022-11-22,513,neutral,0.7111398
2022-11-22,187,neutral,0.7010495
2022-11-22,174,neutral,0.73852617
2022-11-22,1216,neutral,0.8690786
2022-11-22,7924,neutral,0.7432546
2022-11-22,3339,positive,0.8991807
2022-11-22,824,neutral,0.83234453
2022-11-22,988,neutral,0.75856274
2022-11-22,1021,neutral,0.84558755
2022-11-22,4178,positive,0.61225086
2022-11-22,11857,neutral,0.67108184
2022-11-22,828,positive,0.48098955
2022-11-22,23312,positive,0.90929013
2022-11-22,26121,neutral,0.7386196
2022-11-22,369,neutral,0.5018537
2022-11-22,819,positive,0.8172316
2022-11-22,6703,neutral,0.5258771
2022-11-22,1212,neutral,0.52986854
2022-11-22,6373,neutral,0.5205126
2022-11-22,3505,positive,0.71066207
2022-11-22,693,positive,0.98100275
2022-11-22,571,neutral,0.7314557
2022-11-22,2262,positive,0.86824924
2022-11-22,11368,negative,0.59692496
2022-11-22,308,negative,0.65527767
2022-11-22,3176,positive,0.9781077
2022-11-21,10438,negative,0.595722
2022-11-21,14973,neutral,0.5017174
2022-11-21,1115,neutral,0.56150234
2022-11-21,226,neutral,0.6345049
2022-11-21,410,neutral,0.5287457
2022-11-21,541,positive,0.7544292
2022-11-21,25708,neutral,0.5745939
2022-11-21,390,neutral,0.51680946
2022-11-21,1803,positive,0.974081
2022-11-21,47241,positive,0.9862318
2022-11-21,514,neutral,0.7073933
2022-11-21,1949,positive,0.96425766
2022-11-21,493,positive,0.7188943
2022-11-21,328,positive,0.8521309
2022-11-21,767,negative,0.8227319
2022-11-21,276,neutral,0.5714027
2022-11-21,6534,negative,0.78806514
2022-11-21,10529,negative,0.7637186
2022-11-21,11562,negative,0.65621215
2022-11-21,19520,negative,0.9412939
2022-11-21,730,negative,0.8278074
2022-11-21,268,neutral,0.60933584
2022-11-21,386,neutral,0.7571273
2022-11-21,8882,neutral,0.76603144
2022-11-21,9254,neutral,0.5381423
2022-11-21,1354,neutral,0.50245494
2022-11-21,23405,positive,0.78698766
2022-11-21,71598,neutral,0.779463
2022-11-21,533,positive,0.70600265
2022-11-21,509,neutral,0.54981667
2022-11-21,4999,neutral,0.5745311
2022-11-21,341,positive,0.9473055
2022-11-21,8033,neutral,0.92812616
2022-11-21,4686,negative,0.52446693
2022-11-21,1713,negative,0.52392757
2022-11-21,3127,positive,0.6125842
2022-11-21,774,neutral,0.61074096
2022-11-21,875,negative,0.6869404
2022-11-21,7257,neutral,0.5870162
2022-11-21,177,neutral,0.75572664
2022-11-21,396,positive,0.82334274
2022-11-21,915,positive,0.57629067
2022-11-21,3841,negative,0.9730104
2022-11-21,27238,positive,0.9109759
2022-11-21,1012,neutral,0.52986854
2022-11-21,1995,neutral,0.8113236
2022-11-21,13586,negative,0.69322425
2022-11-21,1375,positive,0.64910525
2022-11-21,91427,positive,0.77088016
2022-11-21,425,positive,0.8790314
2022-11-21,632,negative,0.9641398
2022-11-21,1021,neutral,0.78467506
2022-11-21,4969,negative,0.52255136
2022-11-21,383,neutral,0.5167205
2022-11-21,17826,neutral,0.7181479
2022-11-21,2742,positive,0.6504139
2022-11-21,2628,positive,0.53734666
2022-11-21,2902,positive,0.5330118
2022-11-21,2477,positive,0.66572744
2022-11-21,1034,neutral,0.50134003
2022-11-21,1432,neutral,0.5095087
2022-11-21,136355,neutral,0.5832788
2022-11-21,1028,neutral,0.65399563
2022-11-21,2900,neutral,0.52986854
2022-11-21,16936,neutral,0.8322214
2022-11-21,4894,positive,0.82134116
2022-11-21,1001,positive,0.50537103
2022-11-21,622,positive,0.60854274
2022-11-21,325,neutral,0.5095087
2022-11-21,12931,positive,0.6050428
2022-11-21,340,neutral,0.6387479
2022-11-21,1132,positive,0.81897473
2022-11-21,1184,neutral,0.79317105
2022-11-21,441,neutral,0.54981667
2022-11-21,40828,neutral,0.42158398
2022-11-21,2252,neutral,0.48313242
2022-11-21,945,positive,0.52757806
2022-11-21,6221,neutral,0.6366557
2022-11-21,244,neutral,0.5095087
2022-11-21,245,positive,0.78746045
2022-11-21,7991,neutral,0.86490184
2022-11-21,32030,neutral,0.81983566
2022-11-21,4540,positive,0.91359985
2022-11-21,45936,neutral,0.63353974
2022-11-21,552,neutral,0.5038732
2022-11-21,1963,negative,0.84856904
2022-11-21,11202,neutral,0.51413
2022-11-21,1444,neutral,0.5229329
2022-11-21,27455,neutral,0.8571561
2022-11-21,221234,neutral,0.78059644
2022-11-21,9116,negative,0.8087921
2022-11-21,331,neutral,0.8597932
2022-11-21,3108,negative,0.7787811
2022-11-21,2270,positive,0.95415145
2022-11-21,316,neutral,0.52986854
2022-11-21,32291,positive,0.7518031
2022-11-21,1085,neutral,0.61074096
2022-11-21,2215,positive,0.94338167
2022-11-18,12160,neutral,0.54513174
2022-11-18,8798,neutral,0.82547116
2022-11-18,980,neutral,0.5258059
2022-11-18,38664,neutral,0.829986
2022-11-18,47233,negative,0.58649844
2022-11-18,23546,neutral,0.7967084
2022-11-18,1541,positive,0.7458758
2022-11-18,316160,neutral,0.86976016
2022-11-18,167,neutral,0.52986854
2022-11-18,1732,neutral,0.69995517
2022-11-18,1444,positive,0.80606645
2022-11-18,1259,neutral,0.5036992
2022-11-18,728,neutral,0.7678893
2022-11-18,34518,neutral,0.47640553
2022-11-18,498,neutral,0.7035212
